name,our_fhtw_lb,our_fhtw_ub,our_ghtw_lb,our_ghtw_ub,our_num_runs,our_tot_time
rand-10-20-10-5-10000-11.xml.hg,2.0,2.0,2,2.0,60,120.04
rand-10-20-10-5-10000-12.xml.hg,2.0,2.0,2,2.0,60,86.45
rand-10-20-10-5-10000-13.xml.hg,2.0,2.0,2,2.0,60,103.63
rand-10-20-10-5-10000-14.xml.hg,2.0,2.0,2,2.0,60,138.3
rand-10-20-10-5-10000-15.xml.hg,2.0,2.0,2,2.0,60,111.69
rand-10-20-10-5-10000-16.xml.hg,2.0,2.0,2,2.0,60,97.6
rand-10-20-10-5-10000-17.xml.hg,2.0,2.0,2,2.0,60,103.03
rand-10-20-10-5-10000-18.xml.hg,2.0,2.0,2,2.0,60,105.87
rand-10-20-10-5-10000-19.xml.hg,2.0,2.0,2,2.0,60,106.84
rand-10-20-10-5-10000-20.xml.hg,2.0,2.0,2,2.0,60,102.31
rand-10-60-20-30-51200-01.xml.hg,2.71628089774281,5.628318584070797,3,8.0,50,3600
rand-10-60-20-30-51200-02.xml.hg,2.6757923408542466,5.860824742268041,3,8.0,45,3547.2
rand-10-60-20-30-51200-03.xml.hg,2.8105504479044097,6.272727272727273,3,8.0,42,3526.33
rand-10-60-20-30-51200-04.xml.hg,2.766877200639618,6.108943089430894,3,8.0,50,3600
rand-10-60-20-30-51200-05.xml.hg,2.6511946885359405,5.868613138686132,3,8.0,44,3539.12
rand-10-60-20-30-51200-06.xml.hg,2.7564209777605413,6.065759637188209,3,9.0,50,3544.11
rand-10-60-20-30-51200-07.xml.hg,2.6693951982754722,5.922800718132855,3,8.0,46,3600
rand-10-60-20-30-51200-08.xml.hg,2.8752453150426978,6.404761904761905,3,9.0,46,3536.23
rand-10-60-20-30-51200-09.xml.hg,4.999999025663124,6.232417950435365,5,8.0,51,3555.45
rand-10-60-20-30-51200-10.xml.hg,2.782946522724089,5.766129032258065,3,8.0,50,3600
rand-10-60-20-30-51200-11.xml.hg,2.723569603259779,6.114634146341464,3,8.0,50,3585.83
rand-10-60-20-30-51200-12.xml.hg,2.7437465738501703,6.203342618384401,3,8.0,45,3545.23
rand-10-60-20-30-51200-13.xml.hg,2.712462783150388,5.730569948186528,3,8.0,45,3569.54
rand-10-60-20-30-51200-14.xml.hg,2.703495237494637,5.991688829787234,3,8.0,50,3600
rand-10-60-20-30-51200-15.xml.hg,2.711672157909326,5.939024390243903,3,8.0,42,3530.58
rand-10-60-20-30-51200-16.xml.hg,2.742606449439524,6.014159292035398,3,8.0,50,3600
rand-10-60-20-30-51200-17.xml.hg,2.6914839080347397,5.846864686468647,3,8.0,45,3600
rand-10-60-20-30-51200-18.xml.hg,2.708915976988336,5.85981308411215,3,8.0,50,3600
rand-10-60-20-30-51200-19.xml.hg,2.7403093603851394,5.612676056338028,3,8.0,50,3598.45
rand-10-60-20-30-51200-20.xml.hg,2.6315062107766876,5.9523809523809526,3,8.0,44,3600
rand-10-60-20-30-51200-21.xml.hg,2.741719960048115,5.866066966516741,3,7.0,49,3600
rand-10-60-20-30-51200-22.xml.hg,2.6626107060183464,5.832214765100671,3,8.0,46,3600
rand-10-60-20-30-51200-23.xml.hg,2.7632856105210197,6.089986365702166,3,8.0,47,3600
rand-10-60-20-30-51200-24.xml.hg,2.6455928437893905,5.890410958904109,3,8.0,50,3600
rand-10-60-20-30-51200-25.xml.hg,2.629946948114404,5.782728066891302,3,8.0,48,3600
rand-10-60-20-30-51200-26.xml.hg,2.599356783320405,5.655413271245635,3,8.0,45,3596.9
rand-10-60-20-30-51200-27.xml.hg,2.770638236451099,6.142857142857143,3,8.0,50,3600
rand-10-60-20-30-51200-28.xml.hg,2.7453316451947947,5.933526011560693,3,8.0,46,3600
rand-10-60-20-30-51200-29.xml.hg,2.751879862471957,5.940627650551315,3,8.0,50,3600
rand-10-60-20-30-51200-30.xml.hg,2.68963247929104,5.80280757515561,3,8.0,50,3600
rand-10-60-20-30-51200-31.xml.hg,2.7384838263337095,5.993975903614458,3,8.0,46,3600
rand-10-60-20-30-51200-32.xml.hg,2.70684400894652,5.894736842105263,3,8.0,48,3600
rand-10-60-20-30-51200-33.xml.hg,2.756531854255691,6.113526570048309,3,9.0,48,3600
rand-10-60-20-30-51200-34.xml.hg,2.803027527274234,6.3076923076923075,3,7.0,50,3600
rand-10-60-20-30-51200-35.xml.hg,2.6845471198083883,5.856266432953549,3,8.0,50,3600
rand-10-60-20-30-51200-36.xml.hg,2.6865056795363356,5.807876230661041,3,8.0,50,3600
rand-10-60-20-30-51200-37.xml.hg,2.6300504330262457,5.8207434052757785,3,8.0,47,3600
rand-10-60-20-30-51200-38.xml.hg,2.6839068024528308,5.769570011025358,3,8.0,48,3600
rand-10-60-20-30-51200-39.xml.hg,2.6465530841191556,5.9340218014916815,3,8.0,49,3600
rand-10-60-20-30-51200-40.xml.hg,2.6304393808144972,5.7425249169435215,3,6.0,44,3541.98
rand-10-60-20-30-51200-41.xml.hg,2.6609141036821176,6.0,3,8.0,50,3600
rand-10-60-20-30-51200-42.xml.hg,5.0,5.740412979351032,5,8.0,51,3600
rand-10-60-20-30-51200-43.xml.hg,2.789443690212968,6.016194331983805,3,8.0,49,3600
rand-10-60-20-30-51200-44.xml.hg,2.708862753695698,6.0115740740740735,3,8.0,49,3600
rand-10-60-20-30-51200-45.xml.hg,2.68341978557804,5.779220779220779,3,8.0,50,3600
rand-10-60-20-30-51200-46.xml.hg,2.7290532475759646,5.960264900662252,3,8.0,45,3600
rand-10-60-20-30-51200-47.xml.hg,2.7712060578731847,6.142857142857143,3,8.0,50,3600
rand-10-60-20-30-51200-48.xml.hg,2.73142746578208,6.0,3,8.0,50,3600
rand-10-60-20-30-51200-49.xml.hg,2.767865842680442,6.194499017681729,3,8.0,50,3600
rand-10-60-20-30-51200-50.xml.hg,2.7195089107672157,5.969585479519255,3,8.0,50,3600
rand-15-23-3-16-150000-01.xml.hg,1.75,1.75,2,3.0,60,859.73
rand-15-23-3-16-150000-02.xml.hg,1.7297297297297298,1.7297297297297298,2,3.0,60,482.39
rand-15-23-3-16-150000-03.xml.hg,1.671641791044776,1.671641791044776,2,3.0,60,861.56
rand-15-23-3-16-150000-04.xml.hg,1.6923076923076925,1.6923076923076923,2,3.0,60,517.54
rand-15-23-3-16-150000-05.xml.hg,1.6888888888888889,1.688888888888889,2,3.0,60,847.85
rand-15-23-3-16-150000-06.xml.hg,1.7777777777777777,1.7777777777777777,2,3.0,60,341.82
rand-15-23-3-16-150000-07.xml.hg,1.75,1.75,2,3.0,60,837.7
rand-15-23-3-16-150000-08.xml.hg,1.6666666666666667,1.6666666666666667,2,2.0,60,518.05
rand-15-23-3-16-150000-09.xml.hg,1.6666666666666665,1.6666666666666665,2,3.0,60,759.76
rand-15-23-3-16-150000-10.xml.hg,1.695035460992908,1.695035460992908,2,3.0,60,590.23
rand-15-23-3-16-150000-11.xml.hg,1.6923076923076925,1.6923076923076925,2,3.0,60,921.89
rand-15-23-3-16-150000-12.xml.hg,1.6800000000000002,1.68,2,3.0,60,435.64
rand-15-23-3-16-150000-13.xml.hg,1.7483870967741935,1.7483870967741937,2,3.0,60,958.2
rand-15-23-3-16-150000-14.xml.hg,1.8095238095238093,1.8095238095238095,2,3.0,60,472.91
rand-15-23-3-16-150000-15.xml.hg,1.75,1.75,2,2.0,60,737.45
rand-15-23-3-16-150000-16.xml.hg,1.6666666666666665,1.6666666666666665,2,3.0,60,509.52
rand-15-23-3-16-150000-17.xml.hg,1.75,1.7499999999999998,2,3.0,60,762.04
rand-15-23-3-16-150000-18.xml.hg,1.6219081272084805,1.6219081272084805,2,2.0,60,570.99
rand-15-23-3-16-150000-19.xml.hg,1.7777777777777777,1.7777777777777777,2,3.0,60,825.01
rand-15-23-3-16-150000-20.xml.hg,1.75,1.75,2,3.0,60,491.75
rand-15-23-3-16-150000-21.xml.hg,1.6666666666666665,1.6666666666666667,2,3.0,60,814.48
rand-15-23-3-16-150000-22.xml.hg,1.7619047619047619,1.7619047619047619,2,3.0,60,504.82
rand-15-23-3-16-150000-23.xml.hg,1.7058823529411764,1.7058823529411764,2,3.0,60,796.11
rand-15-23-3-16-150000-24.xml.hg,1.8,1.8,2,3.0,60,481.52
rand-15-23-3-16-150000-25.xml.hg,1.6811594202898552,1.6811594202898552,2,2.0,60,815.18
rand-2-40-180-84-090-00.xml.hg,5.0,6.0,5,6.0,60,1132.21
rand-2-40-180-84-090-01.xml.hg,4.5,5.5,5,6.0,60,1448.86
rand-2-40-180-84-090-02.xml.hg,5.0,6.5,5,7.0,60,1668.65
rand-2-40-180-84-090-03.xml.hg,4.5,5.5,5,6.0,60,1902.95
rand-2-40-180-84-090-04.xml.hg,4.499999641095567,5.5,5,6.0,60,1676.54
rand-2-40-180-84-090-05.xml.hg,5.0,6.5,5,7.0,60,1576.92
rand-2-40-180-84-090-06.xml.hg,5.0,6.0,5,6.0,60,1369.25
rand-2-40-180-84-090-07.xml.hg,5.0,6.5,5,7.0,60,1338.93
rand-2-40-180-84-090-08.xml.hg,5.0,6.5,5,7.0,60,1356.21
rand-2-40-180-84-090-09.xml.hg,5.5,6.0,6,6.0,60,1676.96
rand-2-40-180-84-090-10.xml.hg,5.0,6.0,5,6.0,60,1160.54
rand-2-40-180-84-090-11.xml.hg,5.0,6.0,5,6.0,60,1637.72
rand-2-40-180-84-090-12.xml.hg,5.5,6.0,6,6.0,60,1380.89
rand-2-40-180-84-090-13.xml.hg,5.0,5.0,5,5.0,60,1363.67
rand-2-40-180-84-090-14.xml.hg,5.0,6.0,5,6.0,60,1632.99
rand-2-40-180-84-090-15.xml.hg,4.5,6.0,5,6.0,60,1941.7
rand-2-40-180-84-090-16.xml.hg,5.0,6.0,5,6.0,60,1380.82
rand-2-40-180-84-090-17.xml.hg,5.0,6.0,5,6.0,60,1678.56
rand-2-40-180-84-090-18.xml.hg,4.499998049999999,5.0,5,5.0,60,1229.56
rand-2-40-180-84-090-19.xml.hg,5.5,6.5,6,7.0,60,1886.13
rand-2-40-180-84-090-20.xml.hg,5.0,6.0,5,6.0,60,1492.69
rand-2-40-180-84-090-21.xml.hg,6.0,7.0,6,7.0,60,1869.69
rand-2-40-180-84-090-22.xml.hg,5.0,6.0,5,6.0,60,1498.8
rand-2-40-180-84-090-23.xml.hg,6.0,6.5,6,7.0,60,1715.66
rand-2-40-180-84-090-24.xml.hg,5.0,6.5,5,7.0,60,1503.84
rand-2-40-180-84-090-25.xml.hg,4.0,6.0,4,6.0,60,2297.99
rand-2-40-180-84-090-26.xml.hg,5.0,6.5,5,7.0,60,1530.13
rand-2-40-180-84-090-27.xml.hg,5.0,6.5,5,7.0,60,2406.71
rand-2-40-180-84-090-28.xml.hg,4.0,5.0,4,5.0,60,1711.77
rand-2-40-180-84-090-29.xml.hg,5.0,6.0,5,7.0,60,1708.36
rand-2-40-180-84-090-30.xml.hg,6.0,7.0,6,7.0,60,1996.82
rand-2-40-180-84-090-31.xml.hg,5.0,6.0,5,6.0,60,1532.98
rand-2-40-180-84-090-32.xml.hg,5.5,6.0,6,6.0,60,1710.27
rand-2-40-180-84-090-33.xml.hg,5.5,7.0,6,7.0,60,2090.74
rand-2-40-180-84-090-34.xml.hg,5.0,6.0,5,6.0,60,1386.92
rand-2-40-180-84-090-35.xml.hg,4.5,6.0,5,6.0,60,2160.56
rand-2-40-180-84-090-36.xml.hg,5.0,6.0,5,6.0,60,1262.16
rand-2-40-180-84-090-37.xml.hg,5.0,6.0,5,6.0,60,1789.06
rand-2-40-180-84-090-38.xml.hg,5.0,7.0,5,7.0,60,1665.64
rand-2-40-180-84-090-39.xml.hg,5.0,5.5,5,6.0,60,1548.38
rand-2-40-180-84-090-40.xml.hg,4.5,6.0,5,6.0,60,1520.77
rand-2-40-180-84-090-41.xml.hg,5.0,6.0,5,6.0,60,2015.6
rand-2-40-180-84-090-42.xml.hg,5.0,6.0,5,6.0,60,1459.13
rand-2-40-180-84-090-43.xml.hg,5.0,6.0,5,6.0,60,1834.18
rand-2-40-180-84-090-44.xml.hg,5.0,6.0,5,6.0,60,1340.84
rand-2-40-180-84-090-45.xml.hg,5.0,5.5,5,6.0,60,1589.85
rand-2-40-180-84-090-46.xml.hg,5.0,6.0,5,6.0,60,1681.11
rand-2-40-180-84-090-47.xml.hg,5.0,6.0,5,6.0,60,1798.37
rand-2-40-180-84-090-48.xml.hg,5.0,7.0,5,7.0,60,1680.31
rand-2-40-180-84-090-49.xml.hg,5.0,5.5,5,6.0,60,1570.64
rand-2-40-180-84-090-50.xml.hg,5.5,6.0,6,7.0,60,1463.08
rand-2-40-180-84-090-51.xml.hg,5.5,7.0,6,7.0,60,1894.63
rand-2-40-180-84-090-52.xml.hg,5.5,6.5,6,7.0,60,1571.14
rand-2-40-180-84-090-53.xml.hg,5.0,6.0,5,6.0,60,2251.61
rand-2-40-180-84-090-54.xml.hg,5.0,5.5,5,6.0,60,1322.78
rand-2-40-180-84-090-55.xml.hg,5.0,6.0,5,6.0,60,1506.43
rand-2-40-180-84-090-56.xml.hg,5.0,6.0,5,6.0,60,1551.65
rand-2-40-180-84-090-57.xml.hg,5.0,6.5,5,7.0,60,1836.1
rand-2-40-180-84-090-58.xml.hg,4.5,5.5,5,6.0,60,1751.39
rand-2-40-180-84-090-59.xml.hg,5.0,6.0,5,6.0,60,2050.24
rand-2-40-180-84-090-60.xml.hg,5.0,6.5,5,7.0,60,1620.11
rand-2-40-180-84-090-61.xml.hg,5.999999764751139,6.5,6,7.0,60,1983.14
rand-2-40-180-84-090-62.xml.hg,5.0,5.5,5,6.0,60,1350.41
rand-2-40-180-84-090-63.xml.hg,5.499998454344857,6.5,6,7.0,60,1613.98
rand-2-40-180-84-090-64.xml.hg,5.5,7.0,6,7.0,60,1952.56
rand-2-40-180-84-090-65.xml.hg,5.0,6.5,5,7.0,60,1942.55
rand-2-40-180-84-090-66.xml.hg,5.0,7.0,5,7.0,60,1566.87
rand-2-40-180-84-090-67.xml.hg,4.5,6.0,5,6.0,60,2196.34
rand-2-40-180-84-090-68.xml.hg,5.5,6.0,6,6.0,60,1274.79
rand-2-40-180-84-090-69.xml.hg,5.0,6.0,5,6.0,60,1995.29
rand-2-40-180-84-090-70.xml.hg,5.0,6.0,5,6.0,60,1424.89
rand-2-40-180-84-090-71.xml.hg,5.0,6.5,5,7.0,60,1805.86
rand-2-40-180-84-090-72.xml.hg,5.5,6.0,6,6.0,60,1715.71
rand-2-40-180-84-090-73.xml.hg,5.0,7.0,5,7.0,60,1854.27
rand-2-40-180-84-090-74.xml.hg,5.0,6.0,5,6.0,60,1596.96
rand-2-40-180-84-090-75.xml.hg,5.0,6.0,5,6.0,60,1870.41
rand-2-40-180-84-090-76.xml.hg,4.999999996666291,7.5,5,8.0,60,1850.75
rand-2-40-180-84-090-77.xml.hg,4.0,5.5,4,6.0,60,1515.75
rand-2-40-180-84-090-78.xml.hg,5.0,7.0,5,7.0,60,1806.83
rand-2-40-180-84-090-79.xml.hg,5.5,6.5,6,7.0,60,2248.49
rand-2-40-180-84-090-80.xml.hg,5.0,5.5,5,6.0,60,1209.66
rand-2-40-180-84-090-81.xml.hg,5.0,6.0,5,6.0,60,1805.45
rand-2-40-180-84-090-82.xml.hg,5.0,6.0,5,6.0,60,1887.57
rand-2-40-180-84-090-83.xml.hg,5.0,7.0,5,7.0,60,1987.64
rand-2-40-180-84-090-84.xml.hg,5.0,6.5,5,7.0,60,1373.5
rand-2-40-180-84-090-85.xml.hg,4.5,5.5,5,6.0,60,1844.36
rand-2-40-180-84-090-86.xml.hg,5.0,6.0,5,6.0,60,1529.69
rand-2-40-180-84-090-87.xml.hg,5.0,6.5,5,7.0,60,1785.27
rand-2-40-180-84-090-88.xml.hg,5.0,6.0,5,6.0,60,1246.48
rand-2-40-180-84-090-89.xml.hg,5.0,6.5,5,7.0,60,1921.61
rand-2-40-180-84-090-90.xml.hg,5.0,6.5,5,7.0,60,1506.52
rand-2-40-180-84-090-91.xml.hg,5.0,6.0,5,6.0,60,1782.45
rand-2-40-180-84-090-92.xml.hg,5.0,6.0,5,6.0,60,1333.59
rand-2-40-180-84-090-93.xml.hg,4.9999989933333335,5.5,5,6.0,60,1654.97
rand-2-40-180-84-090-94.xml.hg,4.5,6.0,5,6.0,60,1635.05
rand-2-40-180-84-090-95.xml.hg,5.0,5.5,5,6.0,60,1786.79
rand-2-40-180-84-090-96.xml.hg,6.0,7.0,6,7.0,60,1697.56
rand-2-40-180-84-090-97.xml.hg,5.0,6.0,5,6.0,60,1882.91
rand-2-40-180-84-090-98.xml.hg,4.999999833494048,5.5,5,6.0,60,1574.93
rand-2-40-180-84-090-99.xml.hg,4.5,6.0,5,6.0,60,2273.96
rand-25-10-21-85-07.xml.hg,4.0,4.5,4,5.0,60,1414.37
rand-25-10-21-85-08.xml.hg,4.5,5.5,5,6.0,60,1407.69
rand-25-10-21-85-09.xml.hg,4.0,5.0,4,5.0,60,730.57
rand-25-10-21-85-10.xml.hg,4.5,5.0,5,6.0,60,1493.76
rand-25-10-21-85-11.xml.hg,3.5,5.0,4,5.0,60,1437.6
rand-25-10-21-85-12.xml.hg,4.0,5.0,4,5.0,60,1523.93
rand-25-10-21-85-13.xml.hg,4.0,5.0,4,5.0,60,1628.95
rand-25-10-21-85-14.xml.hg,4.0,4.5,4,5.0,60,1527.22
rand-25-10-21-85-15.xml.hg,4.0,5.0,4,6.0,60,1803.22
rand-25-10-21-85-16.xml.hg,4.0,5.0,4,5.0,60,1283.02
rand-25-10-21-85-17.xml.hg,4.5,5.0,5,6.0,60,1879.51
rand-25-10-21-85-18.xml.hg,4.5,5.5,5,6.0,60,1601.6
rand-25-10-21-85-19.xml.hg,4.0,4.5,4,5.0,60,1648.85
rand-25-10-21-85-20.xml.hg,4.0,5.0,4,5.0,60,1236.3
rand-25-10-21-85-21.xml.hg,4.5,5.0,5,5.0,60,1856.84
rand-25-10-21-85-22.xml.hg,4.499999000274999,5.5,5,6.0,60,1374.68
rand-25-10-21-85-23.xml.hg,4.0,5.0,4,5.0,60,1812.61
rand-25-10-21-85-24.xml.hg,4.0,6.0,4,6.0,60,1511.13
rand-25-10-21-85-25.xml.hg,4.5,6.0,5,6.0,60,1978.65
rand-25-10-21-85-26.xml.hg,4.0,5.0,4,5.0,60,1527.6
rand-25-10-21-85-27.xml.hg,4.0,5.0,4,5.0,60,1804.38
rand-25-10-21-85-28.xml.hg,4.0,4.5,4,5.0,60,1319.99
rand-25-10-21-85-29.xml.hg,4.0,4.5,4,5.0,60,1556.62
rand-25-10-21-85-30.xml.hg,3.5,4.5,4,5.0,60,1313.47
rand-25-10-21-85-31.xml.hg,4.0,4.5,4,5.0,60,1424.41
rand-25-10-21-85-32.xml.hg,4.0,4.5,4,5.0,60,1582.02
rand-25-10-21-85-33.xml.hg,4.5,5.5,5,6.0,60,1653.83
rand-25-10-21-85-34.xml.hg,4.5,5.5,5,6.0,60,1426.98
rand-25-10-21-85-35.xml.hg,4.5,5.0,5,5.0,60,1427.98
rand-25-10-21-85-36.xml.hg,4.0,5.5,4,6.0,60,1471.9
rand-25-10-21-85-37.xml.hg,4.0,5.0,4,5.0,60,1383.11
rand-25-10-21-85-38.xml.hg,4.0,5.0,4,5.0,60,1429.91
rand-25-10-21-85-39.xml.hg,4.0,5.5,4,6.0,60,1772.28
rand-25-10-21-85-40.xml.hg,4.0,5.0,4,5.0,60,1470.33
rand-25-10-21-85-41.xml.hg,4.0,5.0,4,5.0,60,1043.4
rand-25-10-21-85-42.xml.hg,4.0,5.0,4,5.0,60,1631.2
rand-25-10-21-85-43.xml.hg,4.5,5.5,5,6.0,60,1695.91
rand-25-10-21-85-44.xml.hg,4.0,5.0,4,5.0,60,1524.65
rand-25-10-21-85-45.xml.hg,4.5,5.0,5,6.0,60,1550.06
rand-25-10-21-85-46.xml.hg,4.0,5.0,4,5.0,60,1712.68
rand-25-10-21-85-47.xml.hg,4.0,4.5,4,5.0,60,1446.12
rand-25-10-21-85-48.xml.hg,4.0,5.0,4,5.0,60,1680.19
rand-25-10-21-85-49.xml.hg,4.0,4.5,4,5.0,60,1137.96
rand-25-10-21-85-50.xml.hg,4.499999815192906,5.5,5,6.0,60,2064.05
rand-25-10-25-87-01.xml.hg,4.5,6.0,5,6.0,60,2074.73
rand-25-10-25-87-02.xml.hg,4.5,6.0,5,6.0,60,2368.19
rand-25-10-25-87-03.xml.hg,4.5,5.5,5,6.0,60,1775.26
rand-25-10-25-87-04.xml.hg,4.5,6.0,5,6.0,60,2631.76
rand-25-10-25-87-05.xml.hg,4.5,5.5,5,6.0,60,2118.61
rand-25-10-25-87-06.xml.hg,4.5,5.5,5,6.0,60,2290.73
rand-25-10-25-87-07.xml.hg,4.5,6.0,5,6.0,60,2031.62
rand-25-10-25-87-08.xml.hg,4.49999907147505,5.5,5,6.0,60,2234.12
rand-25-10-25-87-09.xml.hg,4.5,6.0,5,6.0,60,2158.7
rand-25-10-25-87-10.xml.hg,5.0,5.5,5,6.0,60,2491.59
rand-25-10-25-87-11.xml.hg,4.5,5.0,5,5.0,60,1676.58
rand-25-10-25-87-12.xml.hg,4.5,5.0,5,5.0,60,2132.51
rand-25-10-25-87-13.xml.hg,4.999999,6.0,5,7.0,60,2017.67
rand-25-10-25-87-14.xml.hg,4.0,5.5,4,6.0,60,2151.66
rand-25-10-25-87-15.xml.hg,5.0,6.0,5,6.0,60,1826.51
rand-25-10-25-87-16.xml.hg,4.5,5.5,5,6.0,60,2405.46
rand-25-10-25-87-17.xml.hg,4.0,5.5,4,6.0,60,1712.02
rand-25-10-25-87-18.xml.hg,4.5,6.0,5,6.0,60,2080.0
rand-25-10-25-87-19.xml.hg,4.499999,5.5,5,6.0,60,1617.98
rand-25-10-25-87-20.xml.hg,4.5,5.0,5,5.0,60,2423.38
rand-25-10-25-87-21.xml.hg,5.0,6.0,5,6.0,60,1947.76
rand-25-10-25-87-22.xml.hg,4.5,5.0,5,5.0,60,2375.98
rand-25-10-25-87-23.xml.hg,4.0,5.5,4,6.0,60,1512.5
rand-25-10-25-87-24.xml.hg,4.5,5.5,5,6.0,60,2154.23
rand-25-10-25-87-25.xml.hg,4.0,5.0,4,5.0,60,1640.77
rand-25-10-25-87-26.xml.hg,4.5,5.5,5,6.0,60,2366.96
rand-25-10-25-87-27.xml.hg,4.5,6.0,5,6.0,60,1790.27
rand-25-10-25-87-28.xml.hg,5.0,6.0,5,6.0,60,2594.97
rand-25-10-25-87-29.xml.hg,5.0,6.0,5,6.0,60,1727.1
rand-25-10-25-87-30.xml.hg,5.0,6.5,5,7.0,60,2664.19
rand-25-10-25-87-31.xml.hg,4.999998333333333,6.0,5,6.0,60,1831.78
rand-25-10-25-87-32.xml.hg,4.5,6.0,5,6.0,60,2261.32
rand-25-10-25-87-33.xml.hg,5.0,6.0,5,6.0,60,1842.79
rand-25-10-25-87-34.xml.hg,5.0,6.5,5,7.0,60,2688.36
rand-25-10-25-87-35.xml.hg,4.5,6.0,5,6.0,60,1975.52
rand-25-10-25-87-36.xml.hg,4.9999982875709446,6.5,5,7.0,60,2493.3
rand-25-10-25-87-37.xml.hg,4.0,5.0,4,6.0,60,1616.76
rand-25-10-25-87-38.xml.hg,5.0,6.0,5,6.0,60,2290.73
rand-25-10-25-87-39.xml.hg,4.5,6.0,5,6.0,60,1809.5
rand-25-10-25-87-40.xml.hg,4.499999,5.5,5,6.0,60,2300.19
rand-25-10-25-87-41.xml.hg,4.5,5.5,5,6.0,60,1828.59
rand-25-10-25-87-42.xml.hg,4.5,6.0,5,6.0,60,2300.64
rand-25-10-25-87-43.xml.hg,5.0,6.0,5,7.0,60,2126.4
rand-25-10-25-87-44.xml.hg,4.5,5.5,5,6.0,60,2265.64
rand-25-10-25-87-45.xml.hg,4.5,6.0,5,6.0,60,2033.11
rand-25-10-25-87-46.xml.hg,4.5,5.5,5,6.0,60,1974.56
rand-25-10-25-87-47.xml.hg,5.0,6.0,5,6.0,60,1964.88
rand-25-10-25-87-48.xml.hg,5.0,6.0,5,6.0,60,2199.77
rand-25-10-25-87-49.xml.hg,4.499999813264075,5.0,5,5.0,60,2087.8
rand-25-10-25-87-50.xml.hg,4.5,6.0,5,6.0,60,2166.75
rand-3-20-20-60-632-01.xml.hg,3.8000000000000003,5.0,4,6.0,60,1155.51
rand-3-20-20-60-632-02.xml.hg,4.0,4.666666666666667,4,6.0,60,1909.75
rand-3-20-20-60-632-03.xml.hg,3.6666666666666665,4.666666666666667,4,6.0,60,1075.72
rand-3-20-20-60-632-04.xml.hg,3.6666666666666665,4.666666666666667,4,6.0,60,1150.69
rand-3-20-20-60-632-05.xml.hg,3.6666666666666665,4.666666666666667,4,6.0,60,1040.41
rand-3-20-20-60-632-06.xml.hg,3.5454545454545454,4.666666666666667,4,5.0,60,1758.02
rand-3-20-20-60-632-07.xml.hg,3.8000000000000003,4.666666666666667,4,6.0,60,1006.44
rand-3-20-20-60-632-08.xml.hg,3.9999988268403186,5.0,4,6.0,60,1123.66
rand-3-20-20-60-632-09.xml.hg,4.0,5.0,4,6.0,60,1806.72
rand-3-20-20-60-632-10.xml.hg,3.6666666666666665,4.666666666666667,4,5.0,60,1099.6
rand-3-20-20-60-632-11.xml.hg,4.0,5.333333333333333,4,6.0,60,2035.44
rand-3-20-20-60-632-12.xml.hg,3.6666666666666665,5.0,4,6.0,60,1083.96
rand-3-20-20-60-632-13.xml.hg,3.9999991741130434,5.0,4,6.0,60,1906.05
rand-3-20-20-60-632-14.xml.hg,3.714284857142857,4.666666666666667,4,5.0,60,1668.22
rand-3-20-20-60-632-15.xml.hg,3.875,4.666666666666667,4,6.0,60,1121.4
rand-3-20-20-60-632-16.xml.hg,4.333332115208716,5.333333333333333,5,6.0,60,2117.86
rand-3-20-20-60-632-17.xml.hg,3.833333333333333,4.666666666666667,4,6.0,60,1090.21
rand-3-20-20-60-632-18.xml.hg,3.6666666666666665,4.487804878048781,4,5.0,60,1543.21
rand-3-20-20-60-632-19.xml.hg,4.0,5.0,4,6.0,60,1776.72
rand-3-20-20-60-632-20.xml.hg,3.6666666666666665,4.76,4,6.0,60,1036.9
rand-3-20-20-60-632-21.xml.hg,3.6666666666666665,4.666666666666667,4,6.0,60,1098.54
rand-3-20-20-60-632-22.xml.hg,3.6666666666666665,4.666666666666667,4,5.0,60,1009.98
rand-3-20-20-60-632-23.xml.hg,4.0,4.7,4,6.0,60,1812.39
rand-3-20-20-60-632-24.xml.hg,4.0,4.714285714285714,4,6.0,60,1184.41
rand-3-20-20-60-632-25.xml.hg,3.8,4.666666666666667,4,6.0,60,1919.33
rand-3-20-20-60-632-26.xml.hg,3.75,5.0,4,6.0,60,1147.07
rand-3-20-20-60-632-27.xml.hg,4.0,4.666666666666667,4,6.0,60,1892.24
rand-3-20-20-60-632-28.xml.hg,3.6666666666666665,4.666666666666667,4,5.0,60,1706.59
rand-3-20-20-60-632-29.xml.hg,3.9999991112611113,5.0,4,6.0,60,1890.46
rand-3-20-20-60-632-30.xml.hg,3.749999820907702,4.666666666666667,4,6.0,60,1099.25
rand-3-20-20-60-632-31.xml.hg,3.999999192307692,5.0,4,6.0,60,1192.11
rand-3-20-20-60-632-32.xml.hg,3.6666666666666665,4.35,4,5.0,60,990.89
rand-3-20-20-60-632-33.xml.hg,4.0,5.0,4,6.0,60,1887.04
rand-3-20-20-60-632-34.xml.hg,4.0,4.666666666666667,4,6.0,60,1121.38
rand-3-20-20-60-632-35.xml.hg,3.6666666666666665,4.5,4,5.0,60,969.56
rand-3-20-20-60-632-36.xml.hg,4.0,5.0,4,6.0,60,2088.08
rand-3-20-20-60-632-37.xml.hg,4.0,5.333333333333333,4,6.0,60,2012.95
