name,our_fhtw_lb,our_fhtw_ub,our_ghtw_lb,our_ghtw_ub,our_num_runs,our_tot_time
rand-3-24-24-76-632f-34.xml.hg,4.333333333333333,5.666666666666666,5,7.0,59,3558.0
rand-3-24-24-76-632f-35.xml.hg,4.647058823529412,6.0,5,7.0,57,3578.49
rand-3-24-24-76-632f-36.xml.hg,4.666666666666667,5.666666666666666,5,7.0,60,2760.8
rand-3-24-24-76-632f-37.xml.hg,4.0,5.666666666666667,4,6.0,60,3028.95
rand-3-24-24-76-632f-38.xml.hg,4.666666666666666,6.0,5,7.0,58,3564.95
rand-3-24-24-76-632f-39.xml.hg,4.666666666666666,6.0,5,7.0,60,3443.07
rand-3-24-24-76-632f-40.xml.hg,4.333333333333333,6.0,5,7.0,53,3555.42
rand-3-24-24-76-632f-41.xml.hg,4.666666666666667,6.0,5,7.0,60,3455.57
rand-3-24-24-76-632f-42.xml.hg,4.333333333333333,5.666666666666667,5,7.0,60,2982.92
rand-3-24-24-76-632f-43.xml.hg,4.333332333333328,5.666666666666667,5,7.0,55,3540.73
rand-3-24-24-76-632f-44.xml.hg,4.666664121212121,6.0,5,7.0,60,3276.55
rand-3-24-24-76-632f-45.xml.hg,4.666666666666666,5.666666666666667,5,7.0,60,3481.45
rand-3-24-24-76-632f-46.xml.hg,4.6,5.666666666666667,5,7.0,58,3552.82
rand-3-24-24-76-632f-47.xml.hg,4.5,6.0,5,7.0,60,3590.53
rand-3-24-24-76-632f-48.xml.hg,4.6666651933094405,5.666666666666667,5,7.0,53,3580.78
rand-3-24-24-76-632f-49.xml.hg,4.666666318302222,6.0,5,7.0,60,3075.42
rand-3-24-24-76-632f-50.xml.hg,4.666666666666666,6.0,5,7.0,59,3600
rand-3-28-28-93-632-01.xml.hg,2.7953286963295163,6.666666666666667,3,8.0,43,3600
rand-3-28-28-93-632-02.xml.hg,2.8575133604988747,7.0,3,9.0,42,3567.11
rand-3-28-28-93-632-03.xml.hg,2.753086950734978,6.666666666666667,3,8.0,42,3600
rand-3-28-28-93-632-04.xml.hg,2.8062119088157345,7.0,3,8.0,42,3541.15
rand-3-28-28-93-632-05.xml.hg,2.8393548832100315,6.666666666666667,3,9.0,42,3600
rand-3-28-28-93-632-06.xml.hg,2.8003561276454505,6.666666666666667,3,8.0,42,3583.08
rand-3-28-28-93-632-07.xml.hg,2.735788850952024,6.666666666666667,3,8.0,44,3600
rand-3-28-28-93-632-08.xml.hg,2.8053081560140396,7.0,3,8.0,41,3517.61
rand-3-28-28-93-632-09.xml.hg,2.740627892254943,7.0,3,8.0,44,3600
rand-3-28-28-93-632-10.xml.hg,2.7653569439320305,6.5,3,9.0,44,3574.78
rand-3-28-28-93-632-11.xml.hg,2.8005386992539214,7.0,3,9.0,42,3600
rand-3-28-28-93-632-12.xml.hg,2.779975454752938,6.666666666666667,3,8.0,41,3531.86
rand-3-28-28-93-632-13.xml.hg,2.773650451225156,6.75,3,8.0,44,3600
rand-3-28-28-93-632-14.xml.hg,2.741027574659422,6.666666666666667,3,8.0,42,3545.71
rand-3-28-28-93-632-15.xml.hg,2.7769987907875913,6.666666666666667,3,8.0,46,3600
rand-3-28-28-93-632-16.xml.hg,2.937659663419119,7.333333333333333,3,9.0,39,3583.94
rand-3-28-28-93-632-17.xml.hg,2.7002902297905402,6.666666666666667,3,8.0,46,3600
rand-3-28-28-93-632-18.xml.hg,2.7952616023853745,7.0,3,8.0,41,3583.31
rand-3-28-28-93-632-19.xml.hg,2.87664536004912,7.333333333333333,3,9.0,45,3600
rand-3-28-28-93-632-20.xml.hg,2.8774317754737506,6.666666666666666,3,8.0,44,3592.74
rand-3-28-28-93-632-21.xml.hg,2.8028812890434667,6.666666666666667,3,8.0,47,3600
rand-3-28-28-93-632-22.xml.hg,2.8654800005155447,7.0,3,8.0,40,3572.1
rand-3-28-28-93-632-23.xml.hg,2.821346230970028,6.666666666666667,3,8.0,48,3600
rand-3-28-28-93-632-24.xml.hg,2.8643107366381813,6.999999999999999,3,8.0,41,3520.56
rand-3-28-28-93-632-25.xml.hg,2.8508743495334916,7.333333333333333,3,9.0,42,3600
rand-3-28-28-93-632-26.xml.hg,2.797258000845975,7.0,3,8.0,43,3571.94
rand-3-28-28-93-632-27.xml.hg,2.874486123717465,7.333333333333333,3,9.0,44,3600
rand-3-28-28-93-632-28.xml.hg,2.7779649780945004,6.769230769230769,3,8.0,43,3532.28
rand-3-28-28-93-632-29.xml.hg,2.857620902561321,6.666666666666667,3,8.0,48,3600
rand-3-28-28-93-632-30.xml.hg,2.8000801274622864,7.0,3,9.0,40,3596.57
rand-3-28-28-93-632-31.xml.hg,2.742662444288619,6.333333333333333,3,8.0,49,3600
rand-3-28-28-93-632-32.xml.hg,2.710735159997724,6.333333333333334,3,8.0,45,3600
rand-3-28-28-93-632-33.xml.hg,2.964349204481139,7.333333333333333,3,9.0,42,3600
rand-3-28-28-93-632-34.xml.hg,2.7866441188541953,7.0,3,8.0,44,3588.51
rand-3-28-28-93-632-35.xml.hg,4.666665666808333,6.333333333333333,5,8.0,52,3600
rand-3-28-28-93-632-36.xml.hg,2.76442289238667,6.666666666666667,3,8.0,44,3568.42
rand-3-28-28-93-632-37.xml.hg,2.7875528459015007,6.666666666666667,3,8.0,49,3600
rand-3-28-28-93-632-38.xml.hg,2.799987195956311,7.333333333333333,3,8.0,40,3595.13
rand-3-28-28-93-632-39.xml.hg,2.7697958404978156,6.911764705882353,3,8.0,46,3600
rand-3-28-28-93-632-40.xml.hg,2.8178085184058204,7.0,3,9.0,40,3531.21
rand-3-28-28-93-632-41.xml.hg,2.7750096829459587,6.666666666666666,3,8.0,50,3600
rand-3-28-28-93-632-42.xml.hg,2.808600674536529,6.666666666666666,3,8.0,43,3573.37
rand-3-28-28-93-632-43.xml.hg,2.6981140268440527,6.333333333333334,3,8.0,47,3600
rand-3-28-28-93-632-44.xml.hg,2.7406247590657506,6.666666666666666,3,8.0,43,3531.38
rand-3-28-28-93-632-45.xml.hg,2.791802549921325,6.333333333333333,3,7.0,48,3600
rand-3-28-28-93-632-46.xml.hg,2.789287902947012,6.666666666666667,3,8.0,44,3600
rand-3-28-28-93-632-47.xml.hg,2.816310357252996,7.0,3,9.0,46,3600
rand-3-28-28-93-632-48.xml.hg,2.798750428066127,7.0,3,9.0,40,3544.53
rand-3-28-28-93-632-49.xml.hg,2.729490848185883,6.666666666666667,3,8.0,50,3600
rand-3-28-28-93-632-50.xml.hg,2.86961217444841,7.0,3,9.0,39,3600
rand-3-28-28-93-632f-01.xml.hg,2.773461419279414,6.333333333333333,3,8.0,47,3600
rand-3-28-28-93-632f-02.xml.hg,2.798942061126904,6.666666666666667,3,8.0,42,3548.93
rand-3-28-28-93-632f-03.xml.hg,2.84168453282443,6.666666666666667,3,9.0,48,3600
rand-3-28-28-93-632f-04.xml.hg,2.867596526968485,6.666666666666667,3,8.0,40,3600
rand-3-28-28-93-632f-05.xml.hg,2.9302498329944733,7.0,3,9.0,45,3600
rand-3-28-28-93-632f-06.xml.hg,2.861792959815459,7.0,3,8.0,40,3525.85
rand-3-28-28-93-632f-07.xml.hg,2.7526674389811876,6.666666666666667,3,8.0,49,3600
rand-3-28-28-93-632f-08.xml.hg,2.8954074025545538,7.0,3,8.0,40,3545.78
rand-3-28-28-93-632f-09.xml.hg,2.727727686037412,7.0,3,8.0,45,3600
rand-3-28-28-93-632f-10.xml.hg,2.77379051776335,6.666666666666667,3,9.0,41,3530.73
rand-3-28-28-93-632f-11.xml.hg,2.8498811577018963,7.0,3,8.0,47,3600
rand-3-28-28-93-632f-12.xml.hg,2.838241613916445,7.0,3,9.0,42,3542.18
rand-3-28-28-93-632f-13.xml.hg,2.848224747135905,7.0,3,7.0,46,3600
rand-3-28-28-93-632f-14.xml.hg,2.8173178914540054,6.735294117647059,3,8.0,43,3566.53
rand-3-28-28-93-632f-15.xml.hg,2.789377776303723,6.357142857142857,3,8.0,45,3600
rand-3-28-28-93-632f-16.xml.hg,2.8726446004503146,7.333333333333333,3,8.0,40,3579.16
rand-3-28-28-93-632f-17.xml.hg,2.7749107185055095,6.666666666666667,3,8.0,47,3600
rand-3-28-28-93-632f-18.xml.hg,2.867887821049729,6.666666666666667,3,8.0,41,3540.05
rand-3-28-28-93-632f-19.xml.hg,2.793343297013517,7.333333333333333,3,9.0,46,3600
rand-3-28-28-93-632f-20.xml.hg,2.824141638085819,7.0,3,8.0,40,3600
rand-3-28-28-93-632f-21.xml.hg,2.7962779849139183,7.0,3,8.0,48,3600
rand-3-28-28-93-632f-22.xml.hg,2.7881396133035063,7.0,3,8.0,41,3523.02
rand-3-28-28-93-632f-23.xml.hg,2.9099900765841245,7.0,3,8.0,48,3600
rand-3-28-28-93-632f-24.xml.hg,2.7774614545891776,6.666666666666667,3,8.0,42,3536.13
rand-3-28-28-93-632f-25.xml.hg,2.8870638848319174,7.0,3,9.0,44,3600
rand-3-28-28-93-632f-26.xml.hg,2.9792331424497003,6.666666666666666,3,8.0,40,3600
rand-3-28-28-93-632f-27.xml.hg,2.89084365365183,7.0,3,9.0,41,3600
rand-3-28-28-93-632f-28.xml.hg,2.7671343975941762,6.666666666666667,3,8.0,41,3585.53
rand-3-28-28-93-632f-29.xml.hg,2.8026770572739372,6.666666666666667,3,8.0,48,3600
rand-3-28-28-93-632f-30.xml.hg,2.7816925053184405,7.0,3,9.0,39,3575.84
rand-3-28-28-93-632f-31.xml.hg,4.666666666666667,6.333333333333333,5,8.0,53,3600
rand-3-28-28-93-632f-32.xml.hg,2.71980893051142,6.392857142857142,3,8.0,44,3536.25
rand-3-28-28-93-632f-33.xml.hg,2.8965065971770207,7.333333333333333,3,9.0,44,3600
rand-3-28-28-93-632f-34.xml.hg,2.9386593391633955,7.0,3,8.0,39,3557.04
rand-3-28-28-93-632f-35.xml.hg,4.666666666666667,6.666666666666666,5,8.0,52,3600
rand-3-28-28-93-632f-36.xml.hg,2.717092185285787,6.666666666666666,3,8.0,43,3580.43
rand-3-28-28-93-632f-37.xml.hg,2.8114222322924993,7.0,3,8.0,49,3600
rand-3-28-28-93-632f-38.xml.hg,2.7963411994958562,7.0,3,9.0,40,3578.68
rand-3-28-28-93-632f-39.xml.hg,2.787301340895765,6.666666666666667,3,9.0,47,3600
rand-3-28-28-93-632f-40.xml.hg,2.8611141384460517,7.0,3,8.0,41,3552.55
rand-3-28-28-93-632f-41.xml.hg,2.7558763189538165,6.666666666666667,3,8.0,46,3600
rand-3-28-28-93-632f-42.xml.hg,2.8002302327393904,6.666666666666667,3,8.0,41,3569.4
rand-3-28-28-93-632f-43.xml.hg,5.166666666666667,6.666666666666666,6,8.0,53,3600
rand-3-28-28-93-632f-44.xml.hg,2.7174310425680432,6.333333333333333,3,8.0,44,3553.85
rand-3-28-28-93-632f-45.xml.hg,2.7785450211743554,6.666666666666667,3,8.0,49,3600
rand-3-28-28-93-632f-46.xml.hg,2.785613554129205,7.0,3,8.0,43,3549.25
rand-3-28-28-93-632f-47.xml.hg,2.8310544901823307,7.0,3,8.0,46,3600
rand-3-28-28-93-632f-48.xml.hg,2.7855290364901473,6.666666666666667,3,8.0,41,3549.46
rand-3-28-28-93-632f-49.xml.hg,2.7601885190132007,7.0,3,8.0,45,3600
rand-3-28-28-93-632f-50.xml.hg,2.8286782616095127,7.0,3,9.0,40,3574.5
rand-5-10-10-15-08-0.xml.hg,1.9565217391304348,1.9565217391304348,2,3.0,60,290.91
rand-5-10-10-15-08-1.xml.hg,1.9090909090909092,1.909090909090909,2,3.0,60,368.12
rand-5-10-10-15-08-2.xml.hg,2.0,2.0,2,3.0,60,289.82
rand-5-10-10-15-08-3.xml.hg,1.857142857142857,1.8571428571428572,2,3.0,60,400.85
rand-5-10-10-15-08-4.xml.hg,1.8947368421052633,1.894736842105263,2,3.0,60,251.4
rand-5-10-10-15-08-5.xml.hg,1.857142857142857,1.8571428571428572,2,3.0,60,430.65
rand-5-10-10-15-08-6.xml.hg,2.0,2.0,2,2.0,60,208.89
rand-5-10-10-15-08-7.xml.hg,1.857142857142857,1.8571428571428572,2,2.0,60,384.59
rand-5-10-10-15-08-8.xml.hg,2.0,2.0,2,3.0,60,274.75
rand-5-10-10-15-08-9.xml.hg,2.0,2.0,2,3.0,60,377.37
rand-5-2X-05c-01.xml.hg,2.2,2.4,3,3.0,60,456.07
rand-5-2X-05c-02.xml.hg,2.2,2.4,3,3.0,60,453.51
rand-5-2X-05c-04.xml.hg,2.2,2.4,3,3.0,60,419.96
rand-5-2X-05c-06.xml.hg,2.2,2.4000000000000004,3,3.0,60,401.29
rand-5-2X-05c-07.xml.hg,2.2,2.4,3,3.0,60,483.66
rand-5-2X-05c-08.xml.hg,2.2,2.4,3,3.0,60,419.18
rand-5-2X-05c-10.xml.hg,2.2,2.4,3,3.0,60,436.71
rand-5-2X-05c-11.xml.hg,2.1999999999999997,2.4,3,3.0,60,422.63
rand-5-2X-05c-12.xml.hg,2.2,2.4,3,3.0,60,443.01
rand-5-2X-05c-14.xml.hg,2.2,2.4,3,3.0,60,571.54
rand-5-2X-05c-16.xml.hg,2.2,2.4,3,3.0,60,463.05
rand-5-2X-05c-17.xml.hg,2.2,2.4,3,3.0,60,489.0
rand-5-2X-05c-18.xml.hg,2.2,2.4,3,3.0,60,448.51
rand-5-2X-05c-20.xml.hg,2.2,2.4,3,3.0,60,402.34
rand-5-2X-05c-21.xml.hg,2.2,2.3999999999999995,3,3.0,60,479.84
rand-5-2X-05c-25.xml.hg,2.2,2.4,3,3.0,60,481.23
rand-5-2X-05c-28.xml.hg,2.2,2.4,3,3.0,60,425.05
rand-5-2X-05c-30.xml.hg,2.2,2.4,3,3.0,60,422.21
rand-5-2X-05c-31.xml.hg,2.2,2.4,3,3.0,60,440.0
rand-5-2X-05c-32.xml.hg,2.2,2.4,3,3.0,60,475.9
rand-5-2X-05c-33.xml.hg,2.2,2.4,3,3.0,60,412.47
rand-5-2X-05c-34.xml.hg,2.2,2.4,3,3.0,60,462.1
rand-5-2X-05c-38.xml.hg,2.2,2.4000000000000004,3,3.0,60,443.98
rand-5-2X-05c-39.xml.hg,2.2,2.4,3,3.0,60,379.25
rand-5-2X-05c-40.xml.hg,2.1999999999999997,2.4,3,3.0,60,451.62
rand-5-2X-05c-47.xml.hg,2.2,2.4,3,3.0,60,606.38
rand-5-2X-05c-48.xml.hg,2.2,2.4,3,3.0,60,442.85
rand-5-2X-05c-50.xml.hg,2.2,2.4,3,3.0,60,417.99
rand-5-4X-05c-02.xml.hg,2.2,2.4,3,3.0,60,458.96
rand-5-4X-05c-03.xml.hg,2.2,2.4000000000000004,3,3.0,60,463.45
rand-5-4X-05c-04.xml.hg,2.2,2.4,3,3.0,60,447.76
rand-5-4X-05c-05.xml.hg,2.2,2.4,3,3.0,60,423.25
rand-5-4X-05c-07.xml.hg,2.2,2.4,3,3.0,60,443.64
rand-5-4X-05c-11.xml.hg,2.2,2.4000000000000004,3,3.0,60,424.19
rand-5-4X-05c-13.xml.hg,2.2,2.4,3,3.0,60,445.56
rand-5-4X-05c-16.xml.hg,2.2,2.4,3,3.0,60,661.23
rand-5-4X-05c-19.xml.hg,2.1999999999999997,2.4,3,3.0,60,462.99
rand-5-4X-05c-20.xml.hg,2.2,2.4000000000000004,3,3.0,60,457.51
rand-5-4X-05c-21.xml.hg,2.2,2.4000000000000004,3,3.0,60,640.13
rand-5-4X-05c-23.xml.hg,2.1999999999999997,2.4,3,3.0,60,408.82
rand-5-4X-05c-24.xml.hg,2.2,2.4,3,3.0,60,422.27
rand-5-4X-05c-25.xml.hg,2.2,2.4000000000000004,3,3.0,60,435.56
rand-5-4X-05c-26.xml.hg,2.2,2.4000000000000004,3,3.0,60,418.44
rand-5-4X-05c-28.xml.hg,2.2,2.4,3,3.0,60,452.54
rand-5-4X-05c-32.xml.hg,2.2,2.4,3,3.0,60,648.04
rand-5-4X-05c-33.xml.hg,2.2,2.4000000000000004,3,3.0,60,429.77
rand-5-4X-05c-34.xml.hg,2.2,2.4,3,3.0,60,456.42
rand-5-4X-05c-38.xml.hg,2.2,2.4,3,3.0,60,391.24
rand-5-4X-05c-39.xml.hg,2.2,2.4,3,3.0,60,465.63
rand-5-4X-05c-41.xml.hg,2.2,2.4,3,3.0,60,455.4
rand-5-4X-05c-42.xml.hg,2.2,2.4,3,3.0,60,421.4
rand-5-4X-05c-44.xml.hg,2.2,2.4,3,3.0,60,414.35
rand-5-4X-05c-46.xml.hg,2.2,2.4,3,3.0,60,447.34
rand-5-4X-05c-48.xml.hg,2.2,2.4,3,3.0,60,425.76
rand-5-4X-05c-49.xml.hg,2.2,2.4,3,3.0,60,404.04
rand-5-8X-05c-01.xml.hg,2.2,2.4,3,3.0,60,434.37
rand-5-8X-05c-02.xml.hg,2.2,2.4,3,3.0,60,478.29
rand-5-8X-05c-03.xml.hg,2.2,2.4,3,3.0,60,444.94
rand-5-8X-05c-05.xml.hg,2.2,2.4,3,3.0,60,451.18
rand-5-8X-05c-06.xml.hg,2.2,2.4,3,3.0,60,441.33
rand-5-8X-05c-07.xml.hg,2.2,2.4,3,3.0,60,435.72
rand-5-8X-05c-13.xml.hg,2.2,2.4,3,3.0,60,429.73
rand-5-8X-05c-16.xml.hg,2.2,2.4,3,3.0,60,424.22
rand-5-8X-05c-17.xml.hg,2.2,2.4,3,3.0,60,447.76
rand-5-8X-05c-19.xml.hg,2.2,2.4,3,3.0,60,430.6
rand-5-8X-05c-22.xml.hg,2.2,2.4000000000000004,3,3.0,60,441.38
rand-5-8X-05c-23.xml.hg,2.2,2.4,3,3.0,60,429.19
rand-5-8X-05c-24.xml.hg,2.2,2.4,3,3.0,60,451.16
rand-5-8X-05c-25.xml.hg,2.2,2.4,3,3.0,60,423.14
rand-5-8X-05c-26.xml.hg,2.2,2.4000000000000004,3,3.0,60,431.77
rand-5-8X-05c-27.xml.hg,2.2,2.4,3,3.0,60,426.56
rand-5-8X-05c-28.xml.hg,2.2,2.4,3,3.0,60,431.71
rand-5-8X-05c-29.xml.hg,2.2,2.4,3,3.0,60,410.87
rand-5-8X-05c-30.xml.hg,2.2,2.4,3,3.0,60,413.27
rand-5-8X-05c-31.xml.hg,2.1999999999999997,2.4,3,3.0,60,467.7
rand-5-8X-05c-33.xml.hg,2.2,2.4,3,3.0,60,457.51
rand-5-8X-05c-36.xml.hg,2.2,2.4000000000000004,3,3.0,60,421.56
rand-5-8X-05c-37.xml.hg,2.2,2.4,3,3.0,60,613.67
rand-5-8X-05c-39.xml.hg,2.2,2.4,3,3.0,60,464.47
rand-5-8X-05c-40.xml.hg,2.0,2.4,2,3.0,60,403.92
rand-5-8X-05c-41.xml.hg,2.2,2.4,3,3.0,60,485.64
rand-5-8X-05c-42.xml.hg,2.2,2.4,3,3.0,60,471.94
rand-5-8X-05c-44.xml.hg,2.2,2.4,3,3.0,60,450.5
rand-5-8X-05c-47.xml.hg,2.2,2.4,3,3.0,60,473.22
rand-7-40-8-40-02500-0.xml.hg,2.4289111418359908,4.950413223140496,3,7.0,38,3595.53
rand-7-40-8-40-02500-1.xml.hg,2.4881655504105225,5.2515294993882,3,7.0,37,3600
rand-7-40-8-40-02500-2.xml.hg,2.460278058240531,5.273125822007891,3,7.0,38,3538.43
rand-7-40-8-40-02500-3.xml.hg,2.49777133772248,5.158904109589041,3,7.0,42,3600
rand-7-40-8-40-02500-4.xml.hg,2.3798938956975175,4.9636871508379885,3,7.0,38,3578.85
rand-7-40-8-40-02500-5.xml.hg,2.5170903101802713,5.30326797385621,3,7.0,38,3600
rand-7-40-8-40-02500-6.xml.hg,2.4451252939741646,5.264867485455722,3,7.0,40,3600
rand-7-40-8-40-02500-7.xml.hg,2.5036287145490626,5.219643166464577,3,7.0,40,3600
rand-7-40-8-40-02500-8.xml.hg,2.498441935007472,5.262452107279693,3,7.0,38,3546.24
rand-7-40-8-40-02500-9.xml.hg,2.410037038887027,5.070507960576194,3,7.0,43,3600
rand-7-40-8-40-05000-0.xml.hg,2.4393255874960724,4.950413223140496,3,7.0,40,3547.06
rand-7-40-8-40-05000-1.xml.hg,2.4801343182297733,5.268348935015601,3,7.0,43,3600
rand-7-40-8-40-05000-2.xml.hg,2.436180079326202,5.273125822007891,3,7.0,36,3600
rand-7-40-8-40-05000-3.xml.hg,2.441013181590407,5.140789473684211,3,7.0,45,3600
rand-7-40-8-40-05000-4.xml.hg,2.4136296530527095,4.9636871508379885,3,7.0,37,3600
rand-7-40-8-40-05000-5.xml.hg,2.508992099318333,5.280366450797662,3,7.0,41,3600
rand-7-40-8-40-05000-6.xml.hg,2.4553276064394276,5.249867934495509,3,7.0,40,3600
rand-7-40-8-40-05000-7.xml.hg,2.4973138941774327,5.219643166464577,3,7.0,42,3600
rand-7-40-8-40-05000-8.xml.hg,2.4777964431607864,5.262452107279693,3,7.0,37,3600
rand-7-40-8-40-05000-9.xml.hg,2.4232569482597763,5.163487738419618,3,6.0,48,3600
rand-7-40-8-40-07500-0.xml.hg,2.4479425302323086,4.944612818583081,3,7.0,39,3511.3
rand-7-40-8-40-07500-1.xml.hg,2.4723234134852183,5.277000515239191,3,7.0,45,3600
rand-7-40-8-40-07500-2.xml.hg,2.4865839907684255,5.273125822007891,3,7.0,40,3590.45
rand-7-40-8-40-07500-3.xml.hg,2.461356807690058,5.190909090909091,3,7.0,45,3600
rand-7-40-8-40-07500-4.xml.hg,2.3760965879611087,4.9636871508379885,3,7.0,33,3600
rand-7-40-8-40-07500-5.xml.hg,2.521570107160177,5.280366450797662,3,7.0,39,3596.68
rand-7-40-8-40-07500-6.xml.hg,2.4298479059614437,5.230966380220111,3,7.0,36,3598.82
rand-7-40-8-40-07500-7.xml.hg,2.478929284383748,5.219643166464577,3,7.0,41,3561.5
rand-7-40-8-40-07500-8.xml.hg,2.5075345108810128,5.310901339829477,3,7.0,35,3600
rand-7-40-8-40-07500-9.xml.hg,2.406165957638955,5.070507960576194,3,6.0,47,3597.31
rand-7-40-8-40-10000-0.xml.hg,2.4257243809277558,4.950413223140496,3,7.0,36,3568.63
rand-7-40-8-40-10000-1.xml.hg,2.4611539479154656,5.266304347826087,3,7.0,43,3596.14
rand-7-40-8-40-10000-2.xml.hg,2.4327495903168863,5.349233390119251,3,7.0,35,3600
rand-7-40-8-40-10000-3.xml.hg,2.445609365485276,5.190909090909091,3,7.0,44,3554.98
rand-7-40-8-40-10000-4.xml.hg,2.4036434809742695,5.0,3,7.0,36,3597.31
rand-7-40-8-40-10000-5.xml.hg,2.5193998871309,5.295308223138903,3,7.0,40,3537.71
rand-7-40-8-40-10000-6.xml.hg,2.4072732484537913,5.230966380220111,3,7.0,35,3550.55
rand-7-40-8-40-10000-7.xml.hg,2.4634653279685894,5.223770134958642,3,7.0,39,3517.82
rand-7-40-8-40-10000-8.xml.hg,2.488913493117124,5.262452107279693,3,7.0,33,3529.44
rand-7-40-8-40-10000-9.xml.hg,2.428005370498816,5.182453687521845,3,6.0,46,3600
rand-7-40-8-40-12500-0.xml.hg,2.4412646189141776,4.944612818583081,3,7.0,38,3600
rand-7-40-8-40-12500-1.xml.hg,2.4339046295024027,5.244204018547141,3,7.0,40,3600
rand-7-40-8-40-12500-2.xml.hg,2.418862749979674,5.273125822007891,3,7.0,35,3501.78
rand-7-40-8-40-12500-3.xml.hg,2.4942164028292617,5.158904109589041,3,7.0,47,3573.84
rand-7-40-8-40-12500-4.xml.hg,2.386297583554675,5.0,3,7.0,34,3600
rand-7-40-8-40-12500-5.xml.hg,2.5507935782177578,5.27292349508354,3,7.0,41,3534.54
rand-7-40-8-40-12500-6.xml.hg,2.4379198024731683,5.230966380220111,3,7.0,35,3522.15
rand-7-40-8-40-12500-7.xml.hg,2.478929284383748,5.219643166464577,3,7.0,40,3520.2
rand-7-40-8-40-12500-8.xml.hg,2.522401064533624,5.316846086703521,3,7.0,36,3600
rand-7-40-8-40-12500-9.xml.hg,2.428005370498816,5.070507960576194,3,7.0,44,3551.52
rand-7-40-8-40-15000-0.xml.hg,2.4111807440842905,4.943517188018127,3,7.0,39,3572.19
rand-7-40-8-40-15000-1.xml.hg,2.443545567619675,5.259075907590759,3,7.0,40,3562.73
rand-7-40-8-40-15000-2.xml.hg,2.440223457230726,5.352371586352977,3,7.0,35,3600
rand-7-40-8-40-15000-3.xml.hg,2.4279829854127883,5.190909090909091,3,7.0,45,3534.47
rand-7-40-8-40-15000-4.xml.hg,2.3383989343334295,4.914191419141914,3,7.0,32,3600
rand-7-40-8-40-15000-5.xml.hg,2.5068888564855865,5.306585259485391,3,7.0,40,3519.77
rand-7-40-8-40-15000-6.xml.hg,2.472201767842232,5.230966380220111,3,7.0,39,3600
rand-7-40-8-40-15000-7.xml.hg,2.4699818020914166,5.27764705882353,3,7.0,39,3546.65
rand-7-40-8-40-15000-8.xml.hg,2.5224428315087577,5.262452107279693,3,7.0,35,3600
rand-7-40-8-40-15000-9.xml.hg,2.4361647797470494,5.097156398104265,3,7.0,46,3529.85
rand-7-40-8-40-17500-0.xml.hg,2.4682329559054774,4.987956614793051,3,7.0,37,3516.14
rand-7-40-8-40-17500-1.xml.hg,2.461313297746353,5.2515294993882,3,7.0,41,3588.01
rand-7-40-8-40-17500-2.xml.hg,2.4358167456975126,5.273125822007891,3,7.0,37,3600
rand-7-40-8-40-17500-3.xml.hg,2.4591667805400523,5.141358641358642,3,7.0,46,3588.92
rand-7-40-8-40-17500-4.xml.hg,2.431361455125358,4.9636871508379885,3,7.0,33,3600
rand-7-40-8-40-17500-5.xml.hg,2.5289482928404023,5.305780659103187,3,8.0,41,3539.64
rand-7-40-8-40-17500-6.xml.hg,2.477416952951064,5.230966380220111,3,7.0,36,3555.53
rand-7-40-8-40-17500-7.xml.hg,2.4935786259315664,5.219643166464577,3,7.0,39,3531.25
rand-7-40-8-40-17500-8.xml.hg,2.474645758142115,5.262452107279693,3,7.0,35,3538.74
rand-7-40-8-40-17500-9.xml.hg,2.4042811026308284,5.097560975609756,3,7.0,44,3546.98
rand-7-40-8-40-20000-0.xml.hg,2.4200422365440115,4.950413223140496,3,7.0,36,3600
rand-7-40-8-40-20000-1.xml.hg,2.4502425730791852,5.246910903967049,3,7.0,40,3514.71
rand-7-40-8-40-20000-2.xml.hg,2.424849153429537,5.273125822007891,3,7.0,35,3600
rand-7-40-8-40-20000-3.xml.hg,2.4392370476105234,5.190909090909091,3,7.0,47,3547.95
rand-7-40-8-40-20000-4.xml.hg,2.378882515016592,4.9636871508379885,3,7.0,34,3590.37
rand-7-40-8-40-20000-5.xml.hg,2.5231866873607474,5.3092623570041,3,7.0,41,3592.57
rand-7-40-8-40-20000-6.xml.hg,2.4317081793243625,5.249867934495509,3,7.0,37,3600
rand-7-40-8-40-20000-7.xml.hg,2.4828252917090943,5.290132169896061,3,7.0,39,3594.45
rand-7-40-8-40-20000-8.xml.hg,2.517909397616666,5.342839036755387,3,7.0,34,3509.63
rand-7-40-8-40-20000-9.xml.hg,2.4215679781629613,5.070507960576194,3,7.0,47,3566.06
rand-7-40-8-40-22500-0.xml.hg,2.40765347869425,4.950413223140496,3,7.0,36,3569.73
rand-7-40-8-40-22500-1.xml.hg,2.4683959772465953,5.2515294993882,3,7.0,41,3550.25
rand-7-40-8-40-22500-2.xml.hg,2.4601941064952038,5.352371586352977,3,7.0,34,3569.94
rand-7-40-8-40-22500-3.xml.hg,2.4977713377224795,5.190909090909091,3,7.0,46,3575.44
rand-7-40-8-40-22500-4.xml.hg,2.3935255874643455,5.03125,3,7.0,33,3600
rand-7-40-8-40-22500-5.xml.hg,2.543413173397923,5.280366450797662,3,7.0,39,3556.26
rand-7-40-8-40-22500-6.xml.hg,2.4690327437137514,5.230966380220111,3,7.0,38,3545.63
